ID	FC_log2
ARHGEF2	0.551263263149989
ARHGEF3	0.545729903780765
ARHGEF37	0.789376365142741
ARID4A	1.2002894701952
ARID5B	1.07614571293633
ARL8A	0.508638205844017
ARMCX3	1.0923545706444
ARMCX6	0.581559390597343
ARRB1	0.669224020945596
ARRDC1	0.858224130625653
ARRDC2	0.381678525073249
ARRDC4	0.890086417697235
ARSA	1.14572764567908
ARSD	0.748885345065119
ARSG	0.528713997841985
ARVCF	1.44046693641663
ASB1	0.36953733986288
ASB7	0.433078001018476
ASCC3	0.888720477810506
ASIC1	0.552602743736755
ASPHD1	0.502460415790631
ASS1	0.805843449072753
ASTN2	2.74054253393749
ATAT1	0.624172569085323
ATF3	1.09988250667465
ATF6B	0.477425094317611
ATG13	0.422778132930595
ATG16L2	0.800009715212178
ATG2A	0.764248407694625
ATG2B	0.900043989002411
ATG9B	1.12075712990388
ATHL1	0.423475954298278
ATM	0.509054855750638
ATP10D	0.919276897928184
ATP2B4	0.448769655146927
ATP6AP2	0.379718833750763
ATP6V0A1	0.82608340699208
ATP7A	0.546616529888782
ATP7B	0.707344514728829
ATP8B2	0.51087984668626
ATPIF1	0.389082829815494
ATRN	0.393554239777335
ATXN3	1.13532477643608
ATXN7L1	0.563295567088459
ATXN7L3B	0.417082043302607
B3GALT6	0.420355880991699
B3GAT3	0.391291649744313
B3GNT7	1.09911438642089
B3GNTL1	0.539619424678145
B4GALNT3	0.47482496710965
B4GALT7	0.413668775283891
B9D1	0.610127057627999
BACE1	0.672910320788384
BAI1	1.28558085157925
BAIAP2-AS1	0.714916295469916
BAK1	0.568492376394548
BAX	1.42486801558876
BAZ2B	0.740378939396359
BBC3	3.15490915742866
BBS1	1.01166686204151
BBS10	0.705620559374494
BBS12	1.09317649262803
BBS2	0.814247450708496
BBS4	0.505639509039127
BBS9	1.02723122969726
BCAM	0.448619429800047
BCAS3	0.62911709224873
BCDIN3D	0.603070673735161
BCKDHA	0.757254913800602
BCL10	0.712870275763094
BCL2L1	0.446270355942885
BCL6	1.09289408369993
BCORL1	0.373714804760994
BDNF	0.421437689960419
BDNF-AS	1.19076010582997
BEGAIN	0.672508492708111
BEND7	0.623373309927191
BEX2	0.561002608279014
BFSP1	0.728931958736594
BIK	0.992967432908485
BIRC3	1.13955414360075
BLACAT1	1.27053238920395
BLCAP	1.29281198072729
BLOC1S2	0.978163239021793
BLOC1S3	0.979092124178773
BLVRA	0.482627410996066
BLVRB	0.780585348009368
BMP1	0.757758822614409
BMP4	0.311594578648204
BMP7	0.75810943113858
BMP8A	0.682381190437947
BMPR2	0.764699696238013
BNIP3L	0.885657203368891
BOC	1.1276931321474
BRMS1L	0.510670354108155
BRWD1	0.396044116455323
BRWD3	0.609750925228297
BSDC1	0.773370927117778
BSN	0.820582479499234
BTBD10	0.758637071058988
BTBD11	0.579469928413578
BTBD19	2.90009048078967
BTBD2	0.561021373670174
BTG1	0.652039233057206
BTG2	3.83990616852196
BTN2A2	0.788004129572552
BTN3A1	1.1513476045827
BTN3A2	0.572455590521359
C10orf118	0.914448531595467
C10orf54	0.719684899698332
C11orf45	0.711445459861541
C11orf48	0.799845038606986
C11orf54	0.57822131960717
C12orf45	0.466665016114437
C12orf5	1.38594661495063
C12orf76	0.82579996624977
C14orf159	0.687076055147265
C14orf28	1.32545195508051
C14orf79	0.655737967267186
C15orf52	0.95057434292793
C16orf52	0.486352701940404
C16orf58	0.520299261358232
C17orf59	0.583568211322117
C17orf62	0.326107565444477
C17orf80	0.512024277386126
C17orf89	0.478686223961257
C18orf25	0.384456705762667
C19orf66	0.87661007825004
C19orf82	1.52284611757291
C19orf83	1.05110647802786
C1orf106	1.09159934578358
C1orf116	1.55892796066373
C1orf210	0.999887876463899
C1orf213	0.891024867682643
C1orf86	0.35917931016641
C1RL	1.00955570936908
C20orf194	0.509684087152586
C21orf33	0.317195237827667
C21orf91	0.528740657481289
C22orf29	0.498890240055801
C22orf34	0.782946021069628
C22orf46	0.63367959609873
C2CD2	0.367296892247117
C2orf68	0.560444046464063
C2orf88	1.75191034565905
C3orf62	0.601529457769107
C5orf42	0.739716179152004
C5orf51	0.493833605290349
C6orf226	0.835503844433202
C7orf43	0.737387688211932
C7orf55	0.775208221569732
C7orf60	0.889477242165157
C9orf169	2.40924429236276
C9orf37	0.685415637309621
C9orf69	0.644501447487729
CA11	0.534363560237445
CA13	0.831987468330941
CA2	0.439140158659155
CACNA1A	1.09941011881001
CACNA1H	0.526380962206982
CALCOCO1	1.34291144895225
CALD1	0.640610709058457
CALHM2	0.498279260897016
CAMTA2	0.331594806898821
CAPN1	0.425517111921314
CAPN5	0.62127104648331
CAPRIN2	0.397255791393337
CAPS	1.70198251757767
CARF	0.911905505341836
CARNS1	1.2476417538579
CARS	0.325918981384833
CASC10	1.30412082804734
CASKIN1	0.855447406885482
CASP8	0.496302865133917
CASZ1	1.21017700605975
CATSPERG	1.07248290650699
CAV1	0.394862626300722
CBFA2T2	0.489099307277837
CBLB	1.02188376615893
CBLC	0.58148039486264
CC2D1B	0.359701776542789
CCDC115	0.562208841482526
CCDC120	0.792787410082024
CCDC126	0.734473190826962
CCDC142	0.575084619206202
CCDC146	0.84461371277544
CCDC3	0.58451335839713
CCDC57	0.478672083064487
CCDC64B	0.484122008503131
CCDC71L	0.49094539757827
CCDC78	1.06249912566223
CCDC90B	1.09636116963271
CCDC92	1.04253601769223
CCNDBP1	0.483279674125428
CCNG1	1.2150770032581
CCNG2	2.00958019532345
CCNK	0.404931610905414
CCNL2	0.317002739162368
CCNYL2	0.809149644243393
CCS	0.608606529081224
CD109	0.44009257692683
CD164L2	1.23086826761363
CD46	0.399075757863966
CD82	2.73367845822855
CD83	0.648174130814059
CD97	0.52431102731466
CDC42BPB	0.32250405903663
CDC42BPG	1.15736675226785
CDC42EP2	0.521924323358366
CDC42EP3	0.566352472825607
CDC42SE1	0.415237041733211
CDH3	0.361223892492927
CDIP1	1.8366309958107
CDK18	0.947878556395471
CDK6	0.450222056463053
CDKN1A	4.49168974894848
CDKN2B	0.97788348937066
CEACAM1	2.82212912215634
CEBPB	0.454548019707734
CEBPZOS	0.515289834674917
CECR2	0.678924576761794
CEL	1.50094104375691
CELF6	0.966392508948454
CENPBD1P1	0.371084581317747
CEP120	0.482979243127526
CEP164	0.422356629914562
CEP170B	0.472659492089272
CEP250	0.348676706179841
CEP68	0.445245094206123
CEP85L	1.12584312442081
CERCAM	0.510066700131329
CERS5	0.86931225988562
CERS6	0.355762765274876
CES2	1.45226750074387
CES3	0.706161137578825
CFD	0.650359426150975
CFLAR	0.815933498700124
CHD2	0.285274720969459
CHD6	0.496736050827267
CHD9	0.46935135387583
CHMP1B	0.666942464522812
CHMP6	0.368764508123177
CHPF2	0.361313217102553
CHST14	0.559332433168846
CHST15	0.424211133705208
CHST3	0.420520782748459
CHST6	1.16587149580626
CIPC	0.388599085998849
CITED2	0.405425880626144
CLCN6	0.655945880202484
CLDN15	0.583477645745261
CLDN4	1.17567584644591
CLIP2	0.926498460059613
CLIP4	0.434950465935719
CLN8	1.1595822523981
CLP1	0.490647970192164
CLSTN3	0.56913108939371
CLUHP3	1.26639869552185
CMBL	1.81971300152973
CMIP	0.328278529320315
CMTM4	0.288427099736115
CNKSR1	0.476701914887315
CNOT6	0.515265620623486
COBLL1	0.7252427816347
COG6	0.477319356618657
COL13A1	0.708291685180024
COL17A1	2.2155273329899
COL1A1	0.476738149460606
COL27A1	0.674545300126056
COL4A3	0.653472752993722
COL4A5	1.47029132481548
COL4A6	1.08430757103402
COL5A1	2.67353165513602
COQ4	0.37965535231991
CORO1B	0.449464113193656
CORO2A	0.465255756080227
CPE	0.531909361188948
CPEB4	0.655584948638834
CPNE8	0.54992096982959
CRB3	0.561853006273537
CREB3L2	0.683677388633851
CREBL2	0.483201586155643
CREBRF	1.26830888062974
CRELD1	0.774943255549752
CRHR1-IT1	1.09596546662215
CRIM1	0.538878745674081
CRIP2	1.29242481373436
CROCC	0.453272772324886
CROCCP2	0.786651976198067
CROCCP3	1.19484365757427
CRTC1	0.575415038388601
CRY1	1.24236342875901
CRYL1	0.776522086635463
CSF1	1.25747323241681
CSNK1G1	0.641657838738275
CSRNP2	0.558272338428105
CST3	0.558155387091568
CST6	0.486370856159549
CTC1	0.356746503375379
CTH	0.760160762919766
CTIF	0.429951040981536
CTNNBIP1	0.717441458514272
CTSD	0.894584676513538
CTTN	0.392881608916094
CTTNBP2NL	0.670006189861207
CUEDC1	0.552643174438061
CUL7	0.758119004180253
CUL9	0.665854904992665
CXorf23	0.790692366039876
CYB561D1	0.520720635309302
CYB5D2	0.538759570407195
CYBRD1	0.503496482630228
CYFIP2	2.48960013588884
CYHR1	0.770310181802893
CYLD	0.573310825040236
CYP24A1	0.403756926996435
CYP2S1	0.753852344195969
CYP4F11	1.51927844739164
CYP4F2	1.9973475800033
CYP4F3	2.65937629526466
CYS1	0.882900597482689
CYTH2	0.565803356006768
D2HGDH	0.379636468706359
DAB2	0.710616080132032
DAK	0.310118573376208
DAPK1	1.12103432677562
DBNDD1	0.510521814852213
DBT	0.533050646861725
DCAF10	0.523382326282459
DCAF8	0.379995848250476
DCAKD	1.2129317634361
DCBLD2	0.435297223502614
DCP1B	1.12649020707972
DCTN5	0.576573392561577
DCUN1D3	0.78964539743358
DDA1	0.314889802233694
DDB2	1.76314097547352
DDIT4	3.08247053589142
DDIT4L	1.01441748170096
DDR1	0.572874987377096
DDX17	0.401583363026969
DDX60L	0.477842175471172
DEDD2	0.425195068711546
DENND2C	0.930563704217917
DENND2D	0.809898185428579
DEPTOR	1.23123216934108
DFNA5	0.940456444293131
DFNB31	1.23775010575439
DGAT1	0.325458931802305
DGKA	2.06260471423929
DGKQ	0.414554652823914
DHRS1	0.669086641031845
DHRS7	0.712193038513237
DHX32	0.400665287262087
DICER1-AS1	0.910466180665753
DIP2A	0.474782579347881
DIP2C	0.461748539535328
DIRC2	0.584466423725419
DISP2	0.755489839394182
DKK1	0.513732615343601
DLG5	0.635544194748323
DLGAP1-AS1	0.981580955313652
DLGAP4	0.408945662453589
DLL1	0.665742989286008
DMPK	0.421701417102716
DMTN	0.505478914764116
DNAH1	0.867405262358067
DNAH17-AS1	1.06928950051176
DNAJB2	1.0935155360264
DNAJC16	0.592540832442006
DNAJC27-AS1	1.24146941009911
DNASE1	0.869549827778526
DNASE2	0.501508636680734
DNHD1	0.883426048923548
DOCK3	0.892272602366884
DOCK6	0.366409269509105
DOK4	0.432336192882925
DOK7	1.51086018811778
DOPEY1	0.604736954680285
DPH1	0.442512307160528
DPM3	0.498657962800103
DPYSL4	1.19455284974277
DQX1	1.53433269711203
DRAM1	1.95962844171338
DRAXIN	2.74720493206762
DSC3	1.28179973623543
DSE	0.852960820845123
DSTYK	0.436074984748268
DTX4	0.643592361168896
DUOX1	2.27063554112462
DUSP11	0.784099558535757
DUSP14	0.703680018048822
DUSP16	0.811089223902543
DUSP18	0.926465901402985
DUSP5	0.453172994493093
DUSP6	0.393897165311284
DVL3	0.29722878330605
DYNLL1-AS1	0.533195016503636
DZIP3	0.399297693951075
EAF1	0.337628563837091
ECHDC3	0.562792815756321
EDEM1	0.796397099150869
EDEM2	0.379186527730352
EEF2	0.269608161908386
EFCAB10	1.48619226241575
EFCAB4A	0.798210576950708
EFNA1	0.858158732846256
EFNA4	0.455489006903231
EFNB1	1.7879390740728
EGR2	1.14672232651821
EHD2	0.381602987275834
EHF	0.96580718252445
EHHADH	0.569328498800491
EI24	0.47081816938546
EID2B	1.02565070423975
EIF2AK4	0.401617156970459
EIF3J-AS1	0.631283626753188
ELF3	0.720711347630669
ELFN1-AS1	0.585716363059775
ELFN2	0.517312648301135
ELL	0.366283123587153
ELL2	0.534461994638484
ELL3	0.750505185668588
ELMO3	0.495950716522326
ELMOD3	0.547716464644146
EML2	0.622931702709051
EMR2	0.55158620502856
EMX1	1.04050691871876
ENC1	0.739683612119617
ENGASE	0.528716888539568
ENPEP	0.883598084552639
ENTHD2	0.397027201329267
ENTPD6	0.315456750897836
EOMES	0.751717138909924
EPAS1	0.43549286545908
EPG5	0.57264658509925
EPHA2	0.813657756491764
EPHB2	0.624442206152645
EPHB3	0.927664071197027
EPHB4	0.40593813614517
EPHX2	0.76675734065753
EPM2AIP1	0.559309430003015
EPN3	1.93785036933662
EPOR	0.516222118311913
EPPK1	1.39553380283881
EPS8L1	0.485375904344184
EPS8L2	2.18452141964558
ERAP2	1.28363808037969
ERCC6	0.832004972268656
EREG	0.369845789879172
ERN1	0.522315427213571
ERO1LB	1.03158243901687
ERV3-1	0.864376713964761
ERVK13-1	0.929578504647794
ESCO1	0.499602061800687
ESPN	0.613871881341885
ESRP2	0.642638443954817
ESRRB	2.05408182504908
ESYT2	0.266503858242944
ETHE1	0.431021503982893
ETNK1	0.595340178722992
ETV6	0.660126774777132
ETV7	1.67885432433066
EVI5L	0.989297297776997
EVPL	0.487696854390459
EXOC1	0.443722971445745
EXOC7	0.370997926163769
EZH1	1.00856699517619
F5	2.31896840035042
FA2H	0.908843156794486
FADS3	1.06865680053602
FAH	0.607071945037723
FAM110C	0.844795974498155
FAM117A	0.642152017114892
FAM117B	1.04044199915713
FAM127A	0.633336227447051
FAM127B	0.572001975057769
FAM129B	0.286884281325208
FAM131A	0.477406847587919
FAM134B	0.716743604639333
FAM134C	0.849822479990027
FAM149A	0.918555108659189
FAM160B1	0.457257292301427
FAM160B2	0.45203285194505
FAM168A	0.504680551881031
FAM189A2	1.23881513852159
FAM198B	1.34891715951427
FAM210B	1.91985714937814
FAM212A	0.886779133373741
FAM212B	3.09162922607664
FAM214A	1.8926210328589
FAM214B	1.05036716296192
FAM219B	0.500055425497357
FAM222A-AS1	0.973255693775706
FAM227A	0.611544640628669
FAM3A	0.426069790320917
FAM46A	0.447761577162009
FAM49A	1.18665073106425
FAM63B	0.694564779818787
FAM78A	0.667602067875214
FAM83B	0.711939021624266
FAM83F	0.759067343911086
FAM83H	0.611713820340287
FAM83H-AS1	1.32778021500033
FAM84B	1.0855998329321
FAM8A1	0.674913968893318
FAM95C	0.53236911479593
FAM98C	0.732764754602113
FAS	2.51457909379625
FAT1	0.464690103658088
FBRS	0.33344410102162
FBXL18	0.404408236165163
FBXL2	0.857986609539681
FBXL20	0.706382531945755
FBXL8	0.823829647389555
FBXO2	0.513930354369372
FBXO22	1.21205450941954
FBXO25	0.688192036559129
FBXO32	1.10885106462992
FBXO38	0.42829228124775
FBXO41	0.448572307128395
FBXO44	1.21713719362491
FBXW4	0.467395551027207
FBXW7	0.498247406493151
FBXW8	0.447931036127137
FCGBP	1.27935096165669
FCHO2	0.666067366727536
FCHSD1	0.627557516986046
FCHSD2	0.752047553620397
FDXR	2.85134400228214
FER1L6	1.93861588792036
FEZF1-AS1	0.89629340043052
FHL2	0.944412907581928
FHL3	0.389418590965791
FIG4	0.926113103720154
FITM2	0.726346369008763
FKBP14	0.540444348344514
FLJ20021	0.880437543552202
FLJ32255	1.32137644400157
FLNC	0.348544658701828
FLYWCH1	1.0074126177656
FMN1	1.53403620020206
FOXK1	0.490157806168307
FOXN3	0.699141564312902
FOXO4	0.931299035557423
FRMD8	0.348978794967807
FRMPD2	2.71545560422612
FRS3	0.689126894761261
FTL	0.376164800367043
FUCA1	1.31058789238022
FUK	0.59755428519406
FUT1	0.616286013617583
FXYD3	1.14099381110852
FYN	0.741574945349889
FZD6	0.592627763504237
G6PC3	0.5334478066125
GAA	0.472532460367414
GABARAPL1	0.807798540210929
GABARAPL2	0.374790988674525
GABBR1	0.547715420030747
GABPB1-AS1	0.672654403279483
GADD45A	1.52999258499288
GAL3ST4	1.01119510623829
GALE	0.563724560930305
GALNT10	0.339574901072407
GALNT11	0.537467638622354
GALNT2	0.353560497784635
GALT	0.785327097894392
GAMT	0.449136672104459
GARNL3	0.79363889725637
GAS6-AS1	1.55518188377939
GAS7	1.06264443888531
GATC	0.332459012899108
GATS	1.94093000543454
GATSL3	1.0170034849166
GBA2	0.534898153185876
GBE1	1.27441160980081
GCC2	0.907602052140633
GDF15	4.34176995547245
GDPD1	0.835320312512378
GGT1	1.08263390799091
GID4	1.25658237814037
GIPR	1.5739681250896
GIT1	0.385940940346885
GJA3	0.78628543775869
GJB3	0.689590236464004
GJB4	1.51565015722196
GJB5	1.86905238799891
GLDN	1.06721698154273
GLI4	0.439441454411212
GLIPR2	0.713858295639087
GLRX	0.617983648172159
GLS	0.345508177743175
GLTP	0.514184433246393
GM2A	0.454525260565684
GMIP	0.695874392045141
GNAI1	0.264832201506055
GNPTAB	0.326905393807982
GOLGA2	0.418549800323898
GOLGA7B	1.10887205094322
GOLGB1	0.92756724338155
GOLIM4	0.773401425492356
GPATCH2L	0.318632569771138
GPBP1L1	0.345926479065805
GPC1	0.986002171396756
GPC2	0.961540084395584
GPR108	0.421841337903552
GPR124	0.926991131531191
GPR126	0.904220874715609
GPR153	0.864851382826607
GPR155	0.852730546473726
GPR173	1.26006874524485
GPR56	2.22073789124395
GPR87	3.42052502864429
GPRC5C	0.905850453310245
GPSM1	0.799052438958509
GPX1	0.908186254946124
GRAMD2	0.950883754926567
GRAMD3	1.11047611538363
GRAMD4	1.32975229317239
GRB7	0.642790310408073
GREB1	0.678017139890917
GRID2IP	0.900630523178163
GRIN2C	3.01264415855625
GRIP2	0.95707368594222
GRIPAP1	0.411134230728541
GRN	0.662360831437602
GSDMB	0.532813048135281
GSE1	0.401117917325789
GSS	0.28789635573762
GTF2B	0.456457687839418
GTPBP3	0.299875994790991
GUCY1B2	1.62022518489365
GUSBP11	0.519541215309177
GXYLT1	0.417755747284409
H19	1.04121570379565
H1F0	0.335108029908899
H6PD	1.10039688511686
HAGH	0.504035703862409
HAGHL	0.515347459679408
HAP1	0.677149948985577
HBE1	0.835288088980822
HBP1	0.972938675013569
HDAC10	0.344455122999888
HDAC11	0.661104054895775
HDAC4	0.931017876653721
HDAC5	0.415209666440043
HDHD3	0.534846570022051
HEATR5B	0.68395195636613
HECTD4	0.64569439344703
HECW1	1.31566401488921
HELZ	0.458700076348504
HELZ2	0.666680773028798
HEMK1	0.66198470079774
HERC2P2	0.611539854930222
HERC2P3	0.924215643071782
HERC3	0.732128533664234
HES2	2.51107879774441
HEXA	0.430482631802563
HEYL	0.526683162061256
HGSNAT	0.761457770813945
HHAT	1.97060367882784
HID1	0.597365798419405
HIF1AN	0.388953241524846
HINFP	0.547524941356544
HIPK3	0.453171712563404
HLA-DQB1	0.894547975016515
HMBOX1	0.759713639812896
HMCN2	2.43182857239219
HMG20A	0.407828442602144
HMGA2	0.380484102107084
HMGCL	0.500300082471221
HMGN4	0.428175221079895
HMOX1	0.404499347388756
HOGA1	1.24939276933806
HOMEZ	1.02610042230022
HOOK2	0.536801825469247
HOXB13	0.621030312945194
HOXB4	0.455889768707418
HOXB6	0.551656107371852
HPX	1.45696004069479
HRH1	0.591314271048581
HS1BP3	0.603519734367427
HSD17B7	1.00611053563928
HSD17B7P2	1.27262801332454
HSDL2	0.561214297385329
HSH2D	0.500745798879128
HSPA12A	0.481644871508719
HSPA4L	1.3603107440312
HSPBAP1	0.625692800003679
HSPG2	2.00699314944245
HTT	0.391532603280506
HYAL1	1.17259052201224
ICAM1	1.0061188346365
ICAM5	1.51683247674524
ICK	0.68849864603647
ICOSLG	1.05521334096654
ID3	0.395219657785602
IDS	0.43576715510595
IDUA	1.29150590694551
IER5	0.581860310849678
IER5L	0.381350151459517
IFI27L2	0.591315291010469
IFNAR1	0.371386259379539
IFT140	0.486435591902803
IFT20	0.602591332731363
IGF1R	0.495570578508492
IGF2R	0.361121129815348
IGSF9B	1.28901656422325
IKBIP	1.70482397945721
IKBKB	0.65030255756656
IKZF5	0.631121270508935
IL10RB	0.695161982777625
IL12A	1.18183544149895
IL17RC	0.653868250745917
IL17RD	1.18394842627571
IL17RE	1.28346146918037
IL18	0.648343260540003
IL4R	0.443186416669322
ILDR1	1.26542845761659
INADL	0.384156751528936
ING4	0.987884962499169
INO80B	0.891679192665582
INPP1	1.0876772073153
INPP4A	0.395673641455921
INPP4B	0.676992048458826
INPP5D	4.26647683871502
INPP5K	0.355892768836801
INPPL1	0.322093359429214
INSIG2	1.00959986227415
IP6K2	0.583781257712983
IPO13	0.351134779600502
IQSEC2	0.498169946512974
IRAK1BP1	0.743994219715121
IRF2BPL	0.848734757367598
IRF5	0.69867846839341
IRF6	1.04628119412094
IRF9	0.61533700008023
IRGQ	1.19872726322211
ISCU	0.924289416275402
ISG15	0.321895558397885
ISL2	0.883153329350409
ISPD	0.967903472669838
ISYNA1	0.984543067930902
ITFG1	0.359499960835664
ITGA2	0.601741871236168
ITGA3	0.845099937350966
ITGB4	0.893282261448336
ITM2B	0.48139562731894
ITPKC	1.53759328168423
ITPRIPL2	0.702323591949591
ITSN2	0.369569983954467
IVD	0.435253944856561
JAG1	0.979763386119845
JMJD4	0.402663588832608
JMY	0.523803773471426
JUND	0.529303938184002
JUP	0.623463383463701
KANK3	1.7434709815265
KAZN	0.409582090188058
KBTBD6	0.475601799786094
KCNAB2	0.671955922192124
KCNB1	1.72755450789307
KCNC4	0.635571802431392
KCNJ11	0.822722139556841
KCNJ12	1.24376827424267
KCNK6	0.673427310490917
KCNN4	1.35262841003892
KCTD1	0.555964847140416
KCTD11	1.75687129745832
KCTD13	0.510532745360538
KCTD21	0.919298792677897
KDM4A	0.696222607806332
KDM4B	1.86689823273584
KDM5B	1.58017250536777
KDM6B	0.940977646487073
KDM7A	0.956285961354608
KHNYN	0.477282496155099
KIAA0040	0.794846759593371
KIAA0195	0.351726750036862
KIAA0226	0.406704580576642
KIAA0247	2.00209120886991
KIAA0355	0.445001676549175
KIAA0430	0.913887116299373
KIAA0513	0.624987327262359
KIAA0556	0.429141033462357
KIAA0895L	0.684496001834973
KIAA1107	1.16133108281329
KIAA1109	0.581001823474988
KIAA1147	0.333485992352115
KIAA1217	0.995007080139891
KIAA1244	0.564611569156962
KIAA1324	2.20840223366021
KIAA1324L	0.692354686169526
KIAA1432	0.355768481328505
KIAA1462	1.23455430773509
KIAA1671	0.4317738887573
KIAA1683	1.00724057504262
KIAA1919	0.783672058065531
KIF16B	0.52955050647609
KIF26B	1.08694312277105
KITLG	0.290461878725155
KLC4	1.08838437698608
KLF15	1.59665569704466
KLF9	1.03509980606401
KLHDC10	0.415911558877957
KLHDC7A	2.61908818496392
KLHL12	0.462591526925791
KLHL24	1.36662775915406
KLHL30	2.3834451950449
KLHL7	0.4818203405215
KLHL9	0.397931288850174
KLK7	0.583254291463169
KLK8	0.376261200862053
KLLN	1.75055983618701
KNDC1	0.949060406701134
KRCC1	1.14779111181413
KREMEN2	0.603894655943492
KRT15	1.15381093217189
KRT19	0.654611020303444
KSR1	1.30367937724145
L3MBTL1	1.27649853632569
LACC1	2.01794611940204
LACTB	0.559304239024694
LAMA3	2.41404532951927
LAMA5	0.409296458517914
LAMB2	0.804563288989873
LAMB3	0.398118058374751
LAMC1	0.552320466653965
LAMC3	0.929278105276289
LAMP3	1.21764536507811
LAMTOR4	0.447254807513071
LATS2	0.368148516761828
LBX2	0.883445303968458
LCA5	0.922936840536877
LCAT	0.694553827727265
LCOR	0.467586048577456
LDB1	0.582636158036978
LDHD	1.20796582814475
LENG8	0.556818978798611
LHX4-AS1	0.735668620022273
LHX5	1.60744382979648
LIF	0.887949953290488
LIMA1	0.343820863541383
LIN37	0.568450763425812
LINC-PINT	0.569610672115909
LINC00086	2.10827046011423
LINC00173	0.972294539108733
LINC00174	1.3531585978663
LINC00294	1.10246808167201
LINC00342	0.668778956946659
LINC00346	0.776907826426087
LINC00476	0.851764621368689
LINC00482	1.47052287933665
LINC00491	0.926211601844992
LINC00657	0.567350518097133
LINC00663	1.45259176392535
LINC00674	0.468273589443982
LINC00883	0.806465875892246
LINC00909	0.540296187189202
LINC00963	0.637037873243207
LINC01000	0.649728403460679
LINC01270	0.901417079920136
LIPH	0.871809395808764
LITAF	0.486457175789889
LIX1L	0.479671418019823
LMBR1L	0.952479151979267
LMNA	0.602680708494319
LNPEP	0.51161634858247
LOC100129550	1.19708464397624
LOC100130691	0.978758223147374
LOC100130899	1.27495252126848
LOC100294145	0.861656610169077
LOC100506469	0.543203567587798
LOC100506710	0.759398827745678
LOC100506860	1.07303988811466
LOC100507547	0.815517808870946
LOC100507577	1.36427351594227
LOC101927181	1.07462090941888
